"title","location","price","product_url"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"Looking for Tidy and Quiet Male flatmate","Southwark, London","510.0","/p/single-room-flatshare/looking-for-tidy-and-quiet-male-flatmate/1146363495"
"Flatshare in Shadwell","Whitechapel, London","760.0","/p/single-room-flatshare/flatshare-in-shadwell-/1146355760"
"SINGLE ROOM IN SHEPHERDS BUSH XXXXXXX","Shepherds Bush, London","718.905","/p/single-room-flatshare/single-room-in-shepherds-bush-xxxxxxx/1146353066"
"Studio flat for sharing &#163;400 pm","Camden, London","400.0","/p/single-room-flatshare/studio-flat-for-sharing-&#163;400-pm-/1146352575"
"Lovely Large Single For &#163;140 A week Only!","Southwark, London","609.98","/p/single-room-flatshare/lovely-large-single-for-&#163;140-a-week-only-/1146342696"
"Single room - Fulham Broadway - Short or Long Let","Fulham, London","700.0","/p/single-room-flatshare/single-room-fulham-broadway-short-or-long-let/1146332718"
"Double rooms n4","Islington, London","718.905","/p/single-room-flatshare/double-rooms-n4/1146329176"
"2 single rooms near Seven Sister urgent to be sold","Islington, London","392.13","/p/single-room-flatshare/2-single-rooms-near-seven-sister-urgent-to-be-sold/1146310509"
"Nice and welcome single rooms near Seven Sister","Islington, London","392.13","/p/single-room-flatshare/nice-and-welcome-single-rooms-near-seven-sister/1146308699"
"Urgent 2 cheap single rooms near Seven Sister","Islington, London","392.13","/p/single-room-flatshare/urgent-2-cheap-single-rooms-near-seven-sister/1146307656"
"Nice single room available in Holloway Road just 130 pw","Islington, London","566.41","/p/single-room-flatshare/nice-single-room-available-in-holloway-road-just-130-pw-/1146306788"
"Amazing room at Marylebone/Baker Street","Westminster, London","590.0","/p/single-room-flatshare/amazing-room-at-marylebone-baker-street/1146306280"
"Single room, private terrace! 3 minutes walk to kings cross!","Kings Cross, London","630.0","/p/single-room-flatshare/single-room-private-terrace-3-minutes-walk-to-kings-cross-/1146295113"
"HEART OF CAMDEN single room &#163;680/M","Camden, London","680.0","/p/single-room-flatshare/heart-of-camden-single-room-&#163;680-m/1146302253"
"Single room for rent near Elephant and Castle","Southwark, London","435.7","/p/single-room-flatshare/single-room-for-rent-near-elephant-and-castle/1146300332"
"Spacious single room in a nice and tidy flat very close to Mile End tube station.","Tower Hamlets, London","501.055","/p/single-room-flatshare/spacious-single-room-in-a-nice-and-tidy-flat-very-close-to-mile-end-tube-station./1146296552"
"Nice Cheap rooms in big house with garden near Seven Sister","Islington, London","90.0","/p/single-room-flatshare/nice-cheap-rooms-in-big-house-with-garden-near-seven-sister/1146265441"
"A Lithuanian Family are renting out 1 Single Bedroom (a female is needed)","Southwark, London","450.0","/p/single-room-flatshare/a-lithuanian-family-are-renting-out-1-single-bedroom-a-female-is-needed-/1146129010"
"Stunning cheap rooms near Seven Sister and Stamford Hill","Islington, London","392.13","/p/single-room-flatshare/stunning-cheap-rooms-near-seven-sister-and-stamford-hill/1146260737"
"**Great deal** single rooms near Stamford Hill and Seven Sister","Islington, London","392.13","/p/single-room-flatshare/-great-deal-single-rooms-near-stamford-hill-and-seven-sister/1146260621"
"**Cheap and amazing rooms**near Seven Sister","Islington, London","392.13","/p/single-room-flatshare/-cheap-and-amazing-rooms-near-seven-sister/1146260504"
"Small single room and double room in Zone 1 30meters from Tube Station","Westminster, London","544.625","/p/single-room-flatshare/small-single-room-and-double-room-in-zone-1-30meters-from-tube-station/1146254953"
"Single room in a shared flat","Camberwell, London","400.0","/p/single-room-flatshare/single-room-in-a-shared-flat/1146248569"
"XXXXXXXXX SINGLE ROOM IN SHEPHERDS BUSH, ZONE 2 XXXXXXXXXXXXXXX","Shepherds Bush, London","718.905","/p/single-room-flatshare/xxxxxxxxx-single-room-in-shepherds-bush-zone-2-xxxxxxxxxxxxxxx/1146235364"
"XXXXXXXXXXXXXXX SINGLE ROOM IN SHEPHERDS BUSH ,ZONE 2 XXXXXXXXXXXXXXX","Shepherds Bush, London","675.335","/p/single-room-flatshare/xxxxxxxxxxxxxxx-single-room-in-shepherds-bush-zone-2-xxxxxxxxxxxxxxx/1146234978"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"Nice large single rooms near Seven Sister","Islington, London","392.13","/p/single-room-flatshare/-nice-large-single-rooms-near-seven-sister/1146231767"
"Nice single room available in Holloway Road just 130 pw","Islington, London","566.41","/p/single-room-flatshare/nice-single-room-available-in-holloway-road-just-130-pw-/1146231562"
"Nice and cheap rooms ready to be rented","Islington, London","392.13","/p/single-room-flatshare/nice-and-cheap-rooms-ready-to-be-rented/1146231504"
"Cheap and Marvellous single rooms near Seven Sister","Islington, London","90.0","/p/single-room-flatshare/cheap-and-marvellous-single-rooms-near-seven-sister/1146231232"
"Single room Zone 1","Islington, London","600.0","/p/single-room-flatshare/single-room-zone-1-/1146229851"
"Single Room to let near Bethnal Green Tube in a Shared Flat, &#163;330pm including, Bangladeshi Only","Hackney, London","330.0","/p/single-room-flatshare/single-room-to-let-near-bethnal-green-tube-in-a-shared-flat-&#163;330pm-including-bangladeshi-only/1146229501"
"&#163;150/PW incl all bills Single room @ kings cross 2 min walk from station for student / professional","Camden, London","653.55","/p/single-room-flatshare/&#163;150-pw-incl-all-bills-single-room-kings-cross-2-min-walk-from-station-for-student-professional/1146226787"
"Double rooms neAr crouch hill station","Islington, London","718.905","/p/single-room-flatshare/double-rooms-near-crouch-hill-station/1146226086"
"WWWWWWWWWWWWWWWW SINGLE ROOM IN SHEPHERDS BUSH, ZONE 2 WWWWWWWWWWWWWWWWWWW","Shepherds Bush, London","675.335","/p/single-room-flatshare/wwwwwwwwwwwwwwww-single-room-in-shepherds-bush-zone-2-wwwwwwwwwwwwwwwwwww/1146223381"
"XXXXXXXXXX SINGLE ROOM IN SHEPHERDS BUSH, ZONE 2 XXXXXXXX","Shepherds Bush, London","675.335","/p/single-room-flatshare/xxxxxxxxxx-single-room-in-shepherds-bush-zone-2-xxxxxxxx/1146219974"
"Seven Sister single rooms available","Islington, London","392.13","/p/single-room-flatshare/seven-sister-single-rooms-available/1146218838"
"**Nice and Cheap** single rooms available near Stamford Hill and Seven Sister","Islington, London","392.13","/p/single-room-flatshare/-nice-and-cheap-single-rooms-available-near-stamford-hill-and-seven-sister/1146217256"
"Need to move ASAP? Rooms near Seven Sister and Stamford Hill","Islington, London","392.13","/p/single-room-flatshare/need-to-move-asap-rooms-near-seven-sister-and-stamford-hill/1146209803"
"**Cheap Rooms ** near Stanford Hill and Seven Sister","Islington, London","90.0","/p/single-room-flatshare/-cheap-rooms-near-stanford-hill-and-seven-sister/1146209531"
"Cheap Rooms near Stamford Hill and Seven Sister","Islington, London","90.0","/p/single-room-flatshare/cheap-rooms-near-stamford-hill-and-seven-sister/1146203685"
"Cheap and amazing houses near Seven Sister and Stamford Hill","Islington, London","90.0","/p/single-room-flatshare/cheap-and-amazing-houses-near-seven-sister-and-stamford-hill/1146203446"
"DO YOU WANT A ROOM WITH BALCONY IN BERMONDSEY?! ONLY &#163;105 PER WEEK!","Tower Bridge, London","457.485","/p/single-room-flatshare/do-you-want-a-room-with-balcony-in-bermondsey-only-&#163;105-per-week-/1146194579"
"STOCKWELL - BRIXTON 120pw ALL INCLUSIVE","Lambeth, London","522.84","/p/single-room-flatshare/stockwell-brixton-120pw-all-inclusive/1146174090"
"AMAZIN SINGLE ROOM KENTISH TOWN","Kentish Town, London","550.0","/p/single-room-flatshare/amazin-single-room-kentish-town/1146173325"
"SINGLE ROOM","Kentish Town, London","550.0","/p/single-room-flatshare/single-room/1146172878"
"Single room * Stepney Green Station * Bethnal Green* Inclusive Bills * Wifi*Cleaner*Professionals","Bethnal Green, London","609.98","/p/single-room-flatshare/single-room-stepney-green-station-bethnal-green-inclusive-bills-wifi-cleaner-professionals/1146162753"
"Medium size room to let","Kennington, London","650.0","/p/single-room-flatshare/medium-size-room-to-let/1146143846"
"**Amazing and Cheap rooms** near Seven Sister","Islington, London","413.915","/p/single-room-flatshare/-amazing-and-cheap-rooms-near-seven-sister/1146133909"
"**Stunning and Cheap ** single rooms in Stamford Hill near Seven Sister","Islington, London","392.13","/p/single-room-flatshare/-stunning-and-cheap-single-rooms-in-stamford-hill-near-seven-sister/1146133747"
"XXXXXXXXXX SINGLE ROOM IN SHEPHERDS BUSH, ZONE 2 XXXXXXXXX","Shepherds Bush, London","675.335","/p/single-room-flatshare/xxxxxxxxxx-single-room-in-shepherds-bush-zone-2-xxxxxxxxx/1146133212"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"XXXXXXX DOUBLE ROOM IN SHEPHERDS BUSH, ZONE 2 XXXXXXXXXXXX","Shepherds Bush, London","718.905","/p/single-room-flatshare/xxxxxxx-double-room-in-shepherds-bush-zone-2-xxxxxxxxxxxx/1146132507"
"COZY BRIGHT ROOM IN A FRIENDLY FLAT MINS TO SWISS COTTAGE ZONE 2","Camden, London","749.404","/p/single-room-flatshare/cozy-bright-room-in-a-friendly-flat-mins-to-swiss-cottage-zone-2/1146131611"
"Tiled single room","Westminster, London","145.0","/p/single-room-flatshare/tiled-single-room/1146131137"
"*CHEAP AND AMAZING** rooms near Stamford Hill,Seven Sister","Islington, London","413.915","/p/single-room-flatshare/-cheap-and-amazing-rooms-near-stamford-hill-seven-sister/1146124719"
"**CHEAP** single rooms in Stamford Hill,seven sister","Islington, London","95.0","/p/single-room-flatshare/-cheap-single-rooms-in-stamford-hill-seven-sister/1146124565"
"Cheap rooms available in Stamford Hill near Seven Sister","Islington, London","413.915","/p/single-room-flatshare/cheap-rooms-available-in-stamford-hill-near-seven-sister/1146124212"
"Looking for a cheap room? stunning rooms near Seven Sister","Islington, London","413.915","/p/single-room-flatshare/looking-for-a-cheap-room-stunning-rooms-near-seven-sister/1146123951"
"Stunning and cheap rooms available near Seven Sister,Stamford hill","Islington, London","392.13","/p/single-room-flatshare/stunning-and-cheap-rooms-available-near-seven-sister-stamford-hill/1146123765"
"Wonderful single rooms available near Seven Sister,Stamford hill","Islington, London","413.915","/p/single-room-flatshare/wonderful-single-rooms-available-near-seven-sister-stamford-hill/1146123623"
"STOCKWELL - OVAL - BRIXTON 120pw - ALL INCLUSIVE","Lambeth, London","522.84","/p/single-room-flatshare/stockwell-oval-brixton-120pw-all-inclusive/1146117042"
"Single room close to Tower Bridge","Tower Bridge, London","2156.715","/p/single-room-flatshare/single-room-close-to-tower-bridge/1146111481"
"^Reserve now for January, QMUL, amazing property","Whitechapel, London","740.69","/p/single-room-flatshare/-reserve-now-for-january-qmul-amazing-property/1146102693"
"Earls Court, London SW5 Near Station Share flat . Own bedroom, use of facilities, rear patio","Earls Court, London","700.0","/p/single-room-flatshare/earls-court-london-sw5-near-station-share-flat-.-own-bedroom-use-of-facilities-rear-patio/1146099150"
"LOVELY ROOM IN A NICE FLAT,BILLS INCLUDED,FREE WI-FI,REGULAR CONTRACT,WELL CONNECTED!!","Tower Hamlets, London","653.55","/p/single-room-flatshare/lovely-room-in-a-nice-flat-bills-included-free-wi-fi-regular-contract-well-connected-/1146097426"
"SHARE ROOM","Fulham, London","500.0","/p/single-room-flatshare/share-room/1146087538"
"A beautiful Large/ Double room &#163;136 pw on W14","Earls Court, London","592.552","/p/single-room-flatshare/a-beautiful-large-double-room-&#163;136-pw-on-w14/1146076906"
"AVAILABLE NOW!!Single room in Kensal Green!!","Willesden, London","631.765","/p/single-room-flatshare/available-now-single-room-in-kensal-green-/1146075991"
"Single room Russell Square 200 a week All inclusive","Camden, London","871.4","/p/single-room-flatshare/single-room-russell-square-200-a-week-all-inclusive-/1146066774"
"DOUBLE ROOM IN KENTISH TOWN *bills included*","Kentish Town, London","718.905","/p/single-room-flatshare/double-room-in-kentish-town-bills-included-/1146064552"
"AWESOME SINGLE ROOM WITH BALCONY (&#163;105 PW) IN BERMONDSEY AVAILABLE FROM 13 DECEMBER","Tower Bridge, London","457.485","/p/single-room-flatshare/awesome-single-room-with-balcony-&#163;105-pw-in-bermondsey-available-from-13-december/1146060401"
"120pw ALL INCLUSIVE - STOCKWELL","Lambeth, London","522.84","/p/single-room-flatshare/120pw-all-inclusive-stockwell/1146053715"
"Large room full furnished available from the 15/12- 5 mins from Baker Street Station","West End, London","1219.96","/p/single-room-flatshare/large-room-full-furnished-available-from-the-15-12-5-mins-from-baker-street-station/1146049450"
"NW8 SWISS COTTAGE ROOM AVAILABLE IN A COSY FLAT ZONE 2","Camden, London","749.404","/p/single-room-flatshare/nw8-swiss-cottage-room-available-in-a-cosy-flat-zone-2/1146046967"
"SINGLE ROOM IN SUBURB HOUSE","Whitechapel, London","718.905","/p/single-room-flatshare/single-room-in-suburb-house-/1146042139"
"Single room * Stepney Green Station * Bethnal Green* Inclusive Bills * Wifi*Cleaner*Professionals","Bethnal Green, London","609.98","/p/single-room-flatshare/single-room-stepney-green-station-bethnal-green-inclusive-bills-wifi-cleaner-professionals/1146033333"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"A big bedroom with private Bathroom in central London","West End, London","871.4","/p/single-room-flatshare/a-big-bedroom-with-private-bathroom-in-central-london/1146016280"
"Single Room Kensal Rise","Queens Park, London","631.765","/p/single-room-flatshare/single-room-kensal-rise-/1146015992"
"Single room with private terrace, close to kings cross station","Angel, London","630.0","/p/single-room-flatshare/single-room-with-private-terrace-close-to-kings-cross-station/1146001590"
"Single room in London Central Area - *URGENT*","Maida Vale, London","731.976","/p/single-room-flatshare/single-room-in-london-central-area-urgent-/1145996294"
"Nice size single room in Stockwell 120pw All bills inclusive","Lambeth, London","522.84","/p/single-room-flatshare/nice-size-single-room-in-stockwell-120pw-all-bills-inclusive-/1146001974"
"***Amazing House, Zone 2, Amazing Room****","Fulham, London","800.0","/p/single-room-flatshare/-amazing-house-zone-2-amazing-room-/1146001480"
"Very cosy room in Willesden Green","Kilburn, London","2396.35","/p/single-room-flatshare/very-cosy-room-in-willesden-green/1145999391"
"NEED TO MOVE AS SOON AS POSSIBLE???!!!SINGLE ROOM!NO DEPOSIT!!!!","Tower Hamlets, London","566.41","/p/single-room-flatshare/need-to-move-as-soon-as-possible-single-room-no-deposit-/1145984493"
"LOVELY SINGLE ROOM IN A CLEAN, QUIET AND FRIENDLY FLAT AVAILABLE NOW!! DON'T MISS IT","Islington, London","522.84","/p/single-room-flatshare/lovely-single-room-in-a-clean-quiet-and-friendly-flat-available-now-don-t-miss-it/1145980018"
"AVAILABLE COZY ROOM IN SWISS COTTAGE MINS FROM THE STATION ZONE 2","Camden, London","753.761","/p/single-room-flatshare/available-cozy-room-in-swiss-cottage-mins-from-the-station-zone-2/1145979153"
"GREAT OCCASION,JUST 3 WEEKS DEPOSIT,SHORT/LONG TERM CONTRACT AVAILABLE(BILLS INCLUDED,FREE WI-FI)","Tower Hamlets, London","653.55","/p/single-room-flatshare/great-occasion-just-3-weeks-deposit-short-long-term-contract-available-bills-included-free-wi-fi-/1145966904"
"~~FANTASTIC LOCATION DOUBLE IN A LOVELY HOUSE~~","Queens Park, London","697.12","/p/single-room-flatshare/-fantastic-location-double-in-a-lovely-house-/1145964673"
"Big Dble room &#163;35 per night or weekly Short term in Camden/Islington/Angel","Islington, London","740.69","/p/single-room-flatshare/big-dble-room-&#163;35-per-night-or-weekly-short-term-in-camden-islington-angel/1145959140"
"Furnished single room","Lambeth, London","450.0","/p/single-room-flatshare/furnished-single-room/1145955643"
"Single Room in female flat sheer,in front of RoyalOak Station, Bayswater Area","Maida Vale, London","631.765","/p/single-room-flatshare/single-room-in-female-flat-sheer-in-front-of-royaloak-station-bayswater-area/1119308821"
"Great Single Room with Balcony in Bermondsey Available 13 December. &#163;110 p/week with All Bills!","Tower Bridge, London","479.27","/p/single-room-flatshare/great-single-room-with-balcony-in-bermondsey-available-13-december.-&#163;110-p-week-with-all-bills-/1145929514"
"Single Room to let near Bethnal Green Tube in a Shared Flat, &#163;330pm including, prefer Bangladeshi","Bethnal Green, London","330.0","/p/single-room-flatshare/single-room-to-let-near-bethnal-green-tube-in-a-shared-flat-&#163;330pm-including-prefer-bangladeshi/1145922121"
"SINGLE ROOM IN SHEPHERDS BUSH AVAILABLE ON 4TH JANUARY! 150/WEEK ALL THE BILLS INCLUIDED!","Acton, London","653.55","/p/single-room-flatshare/single-room-in-shepherds-bush-available-on-4th-january-150-week-all-the-bills-incluided-/1145916814"
"Great single room available in Holloway Road just 135 pw","Islington, London","588.195","/p/single-room-flatshare/great-single-room-available-in-holloway-road-just-135-pw/1145915092"
"Lovely single room with built-in wardrobe in period house with large garden","Fulham, London","2614.2","/p/single-room-flatshare/lovely-single-room-with-built-in-wardrobe-in-period-house-with-large-garden/1145909355"
"Stunning 2 single rooms available near Seven Sister , big house with garden","Southwark, London","479.27","/p/single-room-flatshare/stunning-2-single-rooms-available-near-seven-sister-big-house-with-garden-/1145904459"
"SINGLE ROOM IN DOCKLANDS!","Whitechapel, London","653.55","/p/single-room-flatshare/single-room-in-docklands-/1145904451"
"SINGLE ROOM IN ALDGATE!!","Whitechapel, London","718.905","/p/single-room-flatshare/single-room-in-aldgate-/1145903901"
"Amazing and cheap 2 single rooms available in a big house near Seven Sister","Southwark, London","479.27","/p/single-room-flatshare/amazing-and-cheap-2-single-rooms-available-in-a-big-house-near-seven-sister-/1145902898"
"OLD STREET 165pw ALL BILLS INCLUSIVE","Islington, London","718.905","/p/single-room-flatshare/old-street-165pw-all-bills-inclusive/1145880251"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"Single Room near Shadwell","Whitechapel, London","500.0","/p/single-room-flatshare/single-room-near-shadwell-/1145875083"
"SWISS COTTAGE NW8 SINGLE ROOM AVAILABLE IN A GREAT FLAT ZONE2","Camden, London","753.761","/p/single-room-flatshare/swiss-cottage-nw8-single-room-available-in-a-great-flat-zone2/1145852875"
"Double bedroom minutes away from Shoreditch","Hackney, London","936.755","/p/single-room-flatshare/double-bedroom-minutes-away-from-shoreditch/1145850974"
"COMFORTABLE ROOM IN A GOOD AREA,FRIENDLY AND YOUNG HOUSEMATES.SHORT AND LONG TERM CONTRACTS.","Tower Hamlets, London","653.55","/p/single-room-flatshare/comfortable-room-in-a-good-area-friendly-and-young-housemates.short-and-long-term-contracts./1145841296"
"Nice single room available in Holloway Road just 135 pw","Islington, London","588.195","/p/single-room-flatshare/nice-single-room-available-in-holloway-road-just-135-pw-/1145834170"
"Single bedroom 5 min from brixton station only female","Lambeth, London","544.625","/p/single-room-flatshare/single-bedroom-5-min-from-brixton-station-only-female/1145828707"
"Single room in a quite location near Westbourne park","Maida Vale, London","680.0","/p/single-room-flatshare/single-room-in-a-quite-location-near-westbourne-park/1145809424"
"nice single room in a very well located flat","Victoria, London","566.41","/p/single-room-flatshare/nice-single-room-in-a-very-well-located-flat/1145801696"
"Single room to rent Bayswater","Maida Vale, London","522.84","/p/single-room-flatshare/single-room-to-rent-bayswater/1145798177"
"COSY SINGLE ROOM 155PW in CHALK FARM","Camden, London","675.335","/p/single-room-flatshare/cosy-single-room-155pw-in-chalk-farm-/1145795560"
"Single room 3 min Bethnal Green.Near Whitechapel,Liverpool Street,Old Street,Stepney Gren,Shoreditch","Hackney, London","435.7","/p/single-room-flatshare/single-room-3-min-bethnal-green.near-whitechapel-liverpool-street-old-street-stepney-gren-shoreditch/1145785039"
"Single room at Bethnal green","Hackney, London","435.7","/p/single-room-flatshare/single-room-at-bethnal-green/1145784178"
"Single room 4 min Bethnal Green.Near Whitechapel,Liverpool Street,Old Street,Stepney Gren,Shoreditch","Hackney, London","435.7","/p/single-room-flatshare/single-room-4-min-bethnal-green.near-whitechapel-liverpool-street-old-street-stepney-gren-shoreditch/1145784055"
"Large room for a FEMALE at zone 1","Lambeth, London","544.625","/p/single-room-flatshare/large-room-for-a-female-at-zone-1/1145784007"
"125pw ALL INCLUSIVE - ELEPHANT & CASTLE - SOUTHWARK","Southwark, London","544.625","/p/single-room-flatshare/125pw-all-inclusive-elephant-castle-southwark-/1145782028"
"165pw ALL INCLUSIVE - OLD STREET - SHOREDITCH - HOXTON","Islington, London","718.905","/p/single-room-flatshare/165pw-all-inclusive-old-street-shoreditch-hoxton/1145781655"
"Single Room to let near Bethnal Green Tube in a Shared Flat, &#163;330pm including, prefer Bangladeshi","Hackney, London","330.0","/p/single-room-flatshare/single-room-to-let-near-bethnal-green-tube-in-a-shared-flat-&#163;330pm-including-prefer-bangladeshi/1145779056"
"DOUBLE ROOM IN SUBURB HOUSE","Whitechapel, London","718.905","/p/single-room-flatshare/double-room-in-suburb-house-/1145778593"
"big single room","Notting Hill, London","522.84","/p/single-room-flatshare/big-single-room/1145765888"
"Single room available now in Willesden green. All bills and wifi included!!","Kilburn, London","522.84","/p/single-room-flatshare/single-room-available-now-in-willesden-green.-all-bills-and-wifi-included-/1145764907"
"Good size single room in spacious Camden flat share of four; wifi + ALL bills incl. with the rent.","Camden, London","800.0","/p/single-room-flatshare/good-size-single-room-in-spacious-camden-flat-share-of-four-wifi-all-bills-incl.-with-the-rent./1145751213"
"ELEPHANT & CASTLE SINGLE ROOM (ZONE 1) 125pw ALL BILLS INCLUSIVE","Southwark, London","544.625","/p/single-room-flatshare/elephant-castle-single-room-zone-1-125pw-all-bills-inclusive/1145733762"
"SINGLE ROOM AVAILABLE IN A GREAT LOCATION SWISS COTTAGE MINS TO GREEN PARK ZONE 2 IN AN AMAZING FLAT","Camden, London","749.404","/p/single-room-flatshare/single-room-available-in-a-great-location-swiss-cottage-mins-to-green-park-zone-2-in-an-amazing-flat/1145733742"
"CAMDEN TOWN SINGLE ROOM","Kentish Town, London","550.0","/p/single-room-flatshare/camden-town-single-room/1145730528"
"AMAZING SINGLE ROOM - CHALK FARM","Kentish Town, London","550.0","/p/single-room-flatshare/amazing-single-room-chalk-farm-/1145730331"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
